Subject,Vignette,Face,Experiment,StoryEmotion,FaceExpression,Congruency,RT
8,46,Sad 6 Female.JPG,2,Sad,Sad,Congruent,1935
9,46,Happy 8 Female.JPG,2,Sad,Happy,Incongruent,1353
10,46,Happy 8 Female.JPG,2,Sad,Happy,Incongruent,1105
11,46,Sad 6 Female.JPG,2,Sad,Sad,Congruent,1023
12,46,Sad 6 Female.JPG,2,Sad,Sad,Congruent,866
13,46,Happy 8 Female.JPG,2,Sad,Happy,Incongruent,1505
14,46,Sad 6 Female.JPG,2,Sad,Sad,Congruent,1136
15,46,Sad 6 Female.JPG,2,Sad,Sad,Congruent,688
16,46,Happy 8 Female.JPG,2,Sad,Happy,Incongruent,1602
17,46,Happy 8 Female.JPG,2,Sad,Happy,Incongruent,1485
18,46,Happy 8 Female.JPG,2,Sad,Happy,Incongruent,1045
19,46,Happy 8 Female.JPG,2,Sad,Happy,Incongruent,1329
20,46,Happy 8 Female.JPG,2,Sad,Happy,Incongruent,903
21,46,Happy 8 Female.JPG,2,Sad,Happy,Incongruent,699
22,46,Sad 6 Female.JPG,2,Sad,Sad,Congruent,1845
26,46,Sad 6 Female.JPG,2,Sad,Sad,Congruent,793
27,46,Sad 6 Female.JPG,2,Sad,Sad,Congruent,2208
29,46,Happy 8 Female.JPG,2,Sad,Happy,Incongruent,7540
30,46,Happy 8 Female.JPG,2,Sad,Happy,Incongruent,2013
32,46,Happy 8 Female.JPG,2,Sad,Happy,Incongruent,1512
34,46,Sad 6 Female.JPG,2,Sad,Sad,Congruent,809
36,46,Sad 6 Female.JPG,2,Sad,Sad,Congruent,1314
37,46,Sad 6 Female.JPG,2,Sad,Sad,Congruent,1286
49,46,Sad 6 Female.JPG,2,Sad,Sad,Congruent,1665
100,46,Sad 6 Female.JPG,2,Sad,Sad,Congruent,1168
200,46,Sad 6 Female.JPG,2,Sad,Sad,Congruent,1360
39,15,Fear 4 Female.JPG,1,Anger,Fear,Incongruent,3100
40,15,Anger 4 Female.JPG,1,Anger,Anger,Congruent,1210
42,15,Fear 4 Female.JPG,1,Anger,Fear,Incongruent,2880
44,15,Anger 4 Female.JPG,1,Anger,Anger,Congruent,1128
45,15,Fear 4 Female.JPG,1,Anger,Fear,Incongruent,2306
46,15,Fear 4 Female.JPG,1,Anger,Fear,Incongruent,1390
47,15,Anger 4 Female.JPG,1,Anger,Anger,Congruent,1520
48,15,Fear 4 Female.JPG,1,Anger,Fear,Incongruent,2487
51,15,Anger 4 Female.JPG,1,Anger,Anger,Congruent,1857
52,15,Fear 4 Female.JPG,1,Anger,Fear,Incongruent,2066
53,15,Anger 4 Female.JPG,1,Anger,Anger,Congruent,2982
54,15,Fear 4 Female.JPG,1,Anger,Fear,Incongruent,2239
55,15,Fear 4 Female.JPG,1,Anger,Fear,Incongruent,2272
56,15,Anger 4 Female.JPG,1,Anger,Anger,Congruent,1668
57,15,Fear 4 Female.JPG,1,Anger,Fear,Incongruent,3948
58,15,Fear 4 Female.JPG,1,Anger,Fear,Incongruent,1671
59,15,Anger 4 Female.JPG,1,Anger,Anger,Congruent,776
60,15,Fear 4 Female.JPG,1,Anger,Fear,Incongruent,659
62,15,Fear 4 Female.JPG,1,Anger,Fear,Incongruent,5112
63,15,Anger 4 Female.JPG,1,Anger,Anger,Congruent,829
64,15,Anger 4 Female.JPG,1,Anger,Anger,Congruent,1023
65,15,Anger 4 Female.JPG,1,Anger,Anger,Congruent,1255
66,15,Anger 4 Female.JPG,1,Anger,Anger,Congruent,1032
67,15,Anger 4 Female.JPG,1,Anger,Anger,Congruent,1324
68,15,Anger 4 Female.JPG,1,Anger,Anger,Congruent,1173
69,15,Anger 4 Female.JPG,1,Anger,Anger,Congruent,757
70,15,Fear 4 Female.JPG,1,Anger,Fear,Incongruent,1169
71,15,Anger 4 Female.JPG,1,Anger,Anger,Congruent,2358
72,15,Anger 4 Female.JPG,1,Anger,Anger,Congruent,4795
1,47,Sad 7 Male.JPG,2,Sad,Sad,Congruent,1437
2,47,Sad 7 Male.JPG,2,Sad,Sad,Congruent,1463
6,47,Sad 7 Male.JPG,2,Sad,Sad,Congruent,2226
8,47,Happy 5 Male.JPG,2,Sad,Happy,Incongruent,2868
9,47,Sad 7 Male.JPG,2,Sad,Sad,Congruent,1489
10,47,Sad 7 Male.JPG,2,Sad,Sad,Congruent,1505
11,47,Happy 5 Male.JPG,2,Sad,Happy,Incongruent,976
12,47,Happy 5 Male.JPG,2,Sad,Happy,Incongruent,1427
13,47,Sad 7 Male.JPG,2,Sad,Sad,Congruent,3357
14,47,Happy 5 Male.JPG,2,Sad,Happy,Incongruent,1441
15,47,Happy 5 Male.JPG,2,Sad,Happy,Incongruent,690
16,47,Sad 7 Male.JPG,2,Sad,Sad,Congruent,1437
17,47,Sad 7 Male.JPG,2,Sad,Sad,Congruent,1313
18,47,Sad 7 Male.JPG,2,Sad,Sad,Congruent,853
19,47,Sad 7 Male.JPG,2,Sad,Sad,Congruent,991
20,47,Sad 7 Male.JPG,2,Sad,Sad,Congruent,2055
21,47,Sad 7 Male.JPG,2,Sad,Sad,Congruent,1164
22,47,Happy 5 Male.JPG,2,Sad,Happy,Incongruent,2513
27,47,Happy 5 Male.JPG,2,Sad,Happy,Incongruent,1424
28,47,Happy 5 Male.JPG,2,Sad,Happy,Incongruent,1059
29,47,Sad 7 Male.JPG,2,Sad,Sad,Congruent,2172
30,47,Sad 7 Male.JPG,2,Sad,Sad,Congruent,1596
31,47,Sad 7 Male.JPG,2,Sad,Sad,Congruent,722
32,47,Sad 7 Male.JPG,2,Sad,Sad,Congruent,1217
34,47,Happy 5 Male.JPG,2,Sad,Happy,Incongruent,823
36,47,Happy 5 Male.JPG,2,Sad,Happy,Incongruent,3040
37,47,Happy 5 Male.JPG,2,Sad,Happy,Incongruent,1121
49,47,Happy 5 Male.JPG,2,Sad,Happy,Incongruent,1392
100,47,Happy 5 Male.JPG,2,Sad,Happy,Incongruent,920
200,47,Happy 5 Male.JPG,2,Sad,Happy,Incongruent,5325
38,16,Anger 4 Female.JPG,1,Anger,Anger,Congruent,1990
39,16,Anger 4 Female.JPG,1,Anger,Anger,Congruent,2290
40,16,Fear 4 Female.JPG,1,Anger,Fear,Incongruent,2750
42,16,Anger 4 Female.JPG,1,Anger,Anger,Congruent,1566
45,16,Anger 4 Female.JPG,1,Anger,Anger,Congruent,2221
46,16,Anger 4 Female.JPG,1,Anger,Anger,Congruent,2496
47,16,Fear 4 Female.JPG,1,Anger,Fear,Incongruent,2325
48,16,Anger 4 Female.JPG,1,Anger,Anger,Congruent,895
50,16,Anger 4 Female.JPG,1,Anger,Anger,Congruent,4342
51,16,Fear 4 Female.JPG,1,Anger,Fear,Incongruent,4896
52,16,Anger 4 Female.JPG,1,Anger,Anger,Congruent,1116
53,16,Fear 4 Female.JPG,1,Anger,Fear,Incongruent,2763
54,16,Anger 4 Female.JPG,1,Anger,Anger,Congruent,1745
55,16,Anger 4 Female.JPG,1,Anger,Anger,Congruent,1192
56,16,Fear 4 Female.JPG,1,Anger,Fear,Incongruent,2432
58,16,Anger 4 Female.JPG,1,Anger,Anger,Congruent,1839
59,16,Fear 4 Female.JPG,1,Anger,Fear,Incongruent,5903
60,16,Anger 4 Female.JPG,1,Anger,Anger,Congruent,853
61,16,Anger 4 Female.JPG,1,Anger,Anger,Congruent,1195
62,16,Anger 4 Female.JPG,1,Anger,Anger,Congruent,1462
63,16,Fear 4 Female.JPG,1,Anger,Fear,Incongruent,1376
64,16,Fear 4 Female.JPG,1,Anger,Fear,Incongruent,3164
65,16,Fear 4 Female.JPG,1,Anger,Fear,Incongruent,1192
66,16,Fear 4 Female.JPG,1,Anger,Fear,Incongruent,3034
67,16,Fear 4 Female.JPG,1,Anger,Fear,Incongruent,2877
68,16,Fear 4 Female.JPG,1,Anger,Fear,Incongruent,1176
69,16,Fear 4 Female.JPG,1,Anger,Fear,Incongruent,863
70,16,Anger 4 Female.JPG,1,Anger,Anger,Congruent,1077
71,16,Fear 4 Female.JPG,1,Anger,Fear,Incongruent,9652
72,16,Fear 4 Female.JPG,1,Anger,Fear,Incongruent,4710
1,48,Sad 8 Male.JPG,2,Happy,Sad,Incongruent,1651
2,48,Sad 8 Male.JPG,2,Happy,Sad,Incongruent,3640
5,48,Happy 6 Male.JPG,2,Happy,Happy,Congruent,1140
6,48,Sad 8 Male.JPG,2,Happy,Sad,Incongruent,1800
8,48,Happy 6 Male.JPG,2,Happy,Happy,Congruent,2125
9,48,Sad 8 Male.JPG,2,Happy,Sad,Incongruent,1192
11,48,Happy 6 Male.JPG,2,Happy,Happy,Congruent,1428
12,48,Happy 6 Male.JPG,2,Happy,Happy,Congruent,1124
13,48,Sad 8 Male.JPG,2,Happy,Sad,Incongruent,1724
14,48,Happy 6 Male.JPG,2,Happy,Happy,Congruent,1616
15,48,Happy 6 Male.JPG,2,Happy,Happy,Congruent,882
16,48,Sad 8 Male.JPG,2,Happy,Sad,Incongruent,1872
17,48,Sad 8 Male.JPG,2,Happy,Sad,Incongruent,1289
18,48,Sad 8 Male.JPG,2,Happy,Sad,Incongruent,1530
19,48,Sad 8 Male.JPG,2,Happy,Sad,Incongruent,2085
21,48,Sad 8 Male.JPG,2,Happy,Sad,Incongruent,759
22,48,Happy 6 Male.JPG,2,Happy,Happy,Congruent,1541
26,48,Happy 6 Male.JPG,2,Happy,Happy,Congruent,1381
27,48,Happy 6 Male.JPG,2,Happy,Happy,Congruent,1099
28,48,Happy 6 Male.JPG,2,Happy,Happy,Congruent,1379
30,48,Sad 8 Male.JPG,2,Happy,Sad,Incongruent,1208
31,48,Sad 8 Male.JPG,2,Happy,Sad,Incongruent,842
32,48,Sad 8 Male.JPG,2,Happy,Sad,Incongruent,1539
36,48,Happy 6 Male.JPG,2,Happy,Happy,Congruent,1896
37,48,Happy 6 Male.JPG,2,Happy,Happy,Congruent,1222
49,48,Happy 6 Male.JPG,2,Happy,Happy,Congruent,1613
100,48,Happy 6 Male.JPG,2,Happy,Happy,Congruent,1329
38,17,Anger 5 Male.JPG,1,Fear,Fear,Congruent,4881
39,17,Anger 5 Male.JPG,1,Fear,Fear,Congruent,2694
40,17,Fear 5 Male.JPG,1,Fear,Fear,Congruent,1751
42,17,Anger 5 Male.JPG,1,Fear,Fear,Congruent,2870
44,17,Fear 5 Male.JPG,1,Fear,Fear,Congruent,1647
45,17,Anger 5 Male.JPG,1,Fear,Fear,Congruent,3690
46,17,Anger 5 Male.JPG,1,Fear,Fear,Congruent,1738
47,17,Fear 5 Male.JPG,1,Fear,Fear,Congruent,2430
48,17,Anger 5 Male.JPG,1,Fear,Fear,Congruent,945
50,17,Anger 5 Male.JPG,1,Fear,Fear,Congruent,6088
51,17,Fear 5 Male.JPG,1,Fear,Fear,Congruent,1623
52,17,Anger 5 Male.JPG,1,Fear,Fear,Congruent,1228
53,17,Fear 5 Male.JPG,1,Fear,Fear,Congruent,2371
54,17,Anger 5 Male.JPG,1,Fear,Fear,Congruent,1697
55,17,Anger 5 Male.JPG,1,Fear,Fear,Congruent,2936
56,17,Fear 5 Male.JPG,1,Fear,Fear,Congruent,1352
58,17,Anger 5 Male.JPG,1,Fear,Fear,Congruent,1332
59,17,Fear 5 Male.JPG,1,Fear,Fear,Congruent,772
60,17,Anger 5 Male.JPG,1,Fear,Fear,Congruent,562
61,17,Anger 5 Male.JPG,1,Fear,Fear,Congruent,1207
62,17,Anger 5 Male.JPG,1,Fear,Fear,Congruent,3059
64,17,Fear 5 Male.JPG,1,Fear,Fear,Congruent,2489
65,17,Fear 5 Male.JPG,1,Fear,Fear,Congruent,1151
66,17,Fear 5 Male.JPG,1,Fear,Fear,Congruent,1482
67,17,Fear 5 Male.JPG,1,Fear,Fear,Congruent,1571
68,17,Fear 5 Male.JPG,1,Fear,Fear,Congruent,1051
69,17,Fear 5 Male.JPG,1,Fear,Fear,Congruent,882
70,17,Anger 5 Male.JPG,1,Fear,Fear,Congruent,1689
71,17,Fear 5 Male.JPG,1,Fear,Fear,Congruent,2138
72,17,Fear 5 Male.JPG,1,Fear,Fear,Congruent,4507
1,49,Happy 9 Male.JPG,2,Happy,Happy,Congruent,1343
5,49,Sad 11 Male.JPG,2,Happy,Sad,Incongruent,1524
6,49,Happy 9 Male.JPG,2,Happy,Happy,Congruent,1422
8,49,Sad 11 Male.JPG,2,Happy,Sad,Incongruent,1888
9,49,Happy 9 Male.JPG,2,Happy,Happy,Congruent,1072
10,49,Happy 9 Male.JPG,2,Happy,Happy,Congruent,1504
11,49,Sad 11 Male.JPG,2,Happy,Sad,Incongruent,1449
13,49,Happy 9 Male.JPG,2,Happy,Happy,Congruent,2079
14,49,Sad 11 Male.JPG,2,Happy,Sad,Incongruent,1321
15,49,Sad 11 Male.JPG,2,Happy,Sad,Incongruent,1298
16,49,Happy 9 Male.JPG,2,Happy,Happy,Congruent,1114
17,49,Happy 9 Male.JPG,2,Happy,Happy,Congruent,1213
18,49,Happy 9 Male.JPG,2,Happy,Happy,Congruent,1141
19,49,Happy 9 Male.JPG,2,Happy,Happy,Congruent,922
21,49,Happy 9 Male.JPG,2,Happy,Happy,Congruent,744
26,49,Sad 11 Male.JPG,2,Happy,Sad,Incongruent,1142
28,49,Sad 11 Male.JPG,2,Happy,Sad,Incongruent,2343
29,49,Happy 9 Male.JPG,2,Happy,Happy,Congruent,1678
30,49,Happy 9 Male.JPG,2,Happy,Happy,Congruent,1508
31,49,Happy 9 Male.JPG,2,Happy,Happy,Congruent,741
32,49,Happy 9 Male.JPG,2,Happy,Happy,Congruent,1362
34,49,Sad 11 Male.JPG,2,Happy,Sad,Incongruent,759
36,49,Sad 11 Male.JPG,2,Happy,Sad,Incongruent,3527
37,49,Sad 11 Male.JPG,2,Happy,Sad,Incongruent,1113
49,49,Sad 11 Male.JPG,2,Happy,Sad,Incongruent,1905
100,49,Sad 11 Male.JPG,2,Happy,Sad,Incongruent,1311
200,49,Sad 11 Male.JPG,2,Happy,Sad,Incongruent,2564
38,18,Fear 5 Male.JPG,1,Fear,Fear,Congruent,2462
39,18,Fear 5 Male.JPG,1,Fear,Fear,Congruent,2232
40,18,Anger 5 Male.JPG,1,Fear,Anger,Incongruent,1616
42,18,Fear 5 Male.JPG,1,Fear,Fear,Congruent,1719
44,18,Anger 5 Male.JPG,1,Fear,Anger,Incongruent,1955
45,18,Fear 5 Male.JPG,1,Fear,Fear,Congruent,1431
46,18,Fear 5 Male.JPG,1,Fear,Fear,Congruent,2735
47,18,Anger 5 Male.JPG,1,Fear,Anger,Incongruent,3253
48,18,Fear 5 Male.JPG,1,Fear,Fear,Congruent,2468
50,18,Fear 5 Male.JPG,1,Fear,Fear,Congruent,4064
51,18,Anger 5 Male.JPG,1,Fear,Anger,Incongruent,1632
53,18,Anger 5 Male.JPG,1,Fear,Anger,Incongruent,2373
54,18,Fear 5 Male.JPG,1,Fear,Fear,Congruent,1833
55,18,Fear 5 Male.JPG,1,Fear,Fear,Congruent,1492
56,18,Anger 5 Male.JPG,1,Fear,Anger,Incongruent,1450
57,18,Fear 5 Male.JPG,1,Fear,Fear,Congruent,2723
58,18,Fear 5 Male.JPG,1,Fear,Fear,Congruent,942
59,18,Anger 5 Male.JPG,1,Fear,Anger,Incongruent,672
60,18,Fear 5 Male.JPG,1,Fear,Fear,Congruent,617
61,18,Fear 5 Male.JPG,1,Fear,Fear,Congruent,1086
62,18,Fear 5 Male.JPG,1,Fear,Fear,Congruent,1594
63,18,Anger 5 Male.JPG,1,Fear,Anger,Incongruent,1057
64,18,Anger 5 Male.JPG,1,Fear,Anger,Incongruent,790
65,18,Anger 5 Male.JPG,1,Fear,Anger,Incongruent,1289
66,18,Anger 5 Male.JPG,1,Fear,Anger,Incongruent,1414
67,18,Anger 5 Male.JPG,1,Fear,Anger,Incongruent,1340
68,18,Anger 5 Male.JPG,1,Fear,Anger,Incongruent,959
69,18,Anger 5 Male.JPG,1,Fear,Anger,Incongruent,1163
70,18,Fear 5 Male.JPG,1,Fear,Fear,Congruent,1036
71,18,Anger 5 Male.JPG,1,Fear,Anger,Incongruent,3174
72,18,Anger 5 Male.JPG,1,Fear,Anger,Incongruent,3566
1,50,Happy 10 Male.JPG,2,Sad,Happy,Incongruent,1534
2,50,Happy 10 Male.JPG,2,Sad,Happy,Incongruent,1448
5,50,Sad 12 Male.JPG,2,Sad,Sad,Congruent,1643
6,50,Happy 10 Male.JPG,2,Sad,Happy,Incongruent,1936
8,50,Sad 12 Male.JPG,2,Sad,Sad,Congruent,2409
9,50,Happy 10 Male.JPG,2,Sad,Happy,Incongruent,1521
10,50,Happy 10 Male.JPG,2,Sad,Happy,Incongruent,1363
11,50,Sad 12 Male.JPG,2,Sad,Sad,Congruent,829
12,50,Sad 12 Male.JPG,2,Sad,Sad,Congruent,1338
13,50,Happy 10 Male.JPG,2,Sad,Happy,Incongruent,3249
14,50,Sad 12 Male.JPG,2,Sad,Sad,Congruent,1746
15,50,Sad 12 Male.JPG,2,Sad,Sad,Congruent,1005
16,50,Happy 10 Male.JPG,2,Sad,Happy,Incongruent,1478
17,50,Happy 10 Male.JPG,2,Sad,Happy,Incongruent,1636
18,50,Happy 10 Male.JPG,2,Sad,Happy,Incongruent,948
19,50,Happy 10 Male.JPG,2,Sad,Happy,Incongruent,1120
20,50,Happy 10 Male.JPG,2,Sad,Happy,Incongruent,2049
21,50,Happy 10 Male.JPG,2,Sad,Happy,Incongruent,781
22,50,Sad 12 Male.JPG,2,Sad,Sad,Congruent,1196
26,50,Sad 12 Male.JPG,2,Sad,Sad,Congruent,681
27,50,Sad 12 Male.JPG,2,Sad,Sad,Congruent,1083
28,50,Sad 12 Male.JPG,2,Sad,Sad,Congruent,1455
29,50,Happy 10 Male.JPG,2,Sad,Happy,Incongruent,2463
30,50,Happy 10 Male.JPG,2,Sad,Happy,Incongruent,2065
31,50,Happy 10 Male.JPG,2,Sad,Happy,Incongruent,746
32,50,Happy 10 Male.JPG,2,Sad,Happy,Incongruent,1505
36,50,Sad 12 Male.JPG,2,Sad,Sad,Congruent,2317
37,50,Sad 12 Male.JPG,2,Sad,Sad,Congruent,1003
49,50,Sad 12 Male.JPG,2,Sad,Sad,Congruent,1440
100,50,Sad 12 Male.JPG,2,Sad,Sad,Congruent,1436
200,50,Sad 12 Male.JPG,2,Sad,Sad,Congruent,2322
38,19,Anger 6 Male.JPG,1,Fear,Anger,Incongruent,3423
39,19,Anger 6 Male.JPG,1,Fear,Anger,Incongruent,2788
40,19,Fear 6 Male.JPG,1,Fear,Fear,Congruent,1785
42,19,Anger 6 Male.JPG,1,Fear,Anger,Incongruent,4730
44,19,Fear 6 Male.JPG,1,Fear,Fear,Congruent,2210
45,19,Anger 6 Male.JPG,1,Fear,Anger,Incongruent,1451
46,19,Anger 6 Male.JPG,1,Fear,Anger,Incongruent,1616
47,19,Fear 6 Male.JPG,1,Fear,Fear,Congruent,1820
48,19,Anger 6 Male.JPG,1,Fear,Anger,Incongruent,1323
51,19,Fear 6 Male.JPG,1,Fear,Fear,Congruent,1566
52,19,Anger 6 Male.JPG,1,Fear,Anger,Incongruent,1561
53,19,Fear 6 Male.JPG,1,Fear,Fear,Congruent,2680
54,19,Anger 6 Male.JPG,1,Fear,Anger,Incongruent,2656
55,19,Anger 6 Male.JPG,1,Fear,Anger,Incongruent,3089
56,19,Fear 6 Male.JPG,1,Fear,Fear,Congruent,991
57,19,Anger 6 Male.JPG,1,Fear,Anger,Incongruent,2100
59,19,Fear 6 Male.JPG,1,Fear,Fear,Congruent,1094
62,19,Anger 6 Male.JPG,1,Fear,Anger,Incongruent,2775
63,19,Fear 6 Male.JPG,1,Fear,Fear,Congruent,1120
64,19,Fear 6 Male.JPG,1,Fear,Fear,Congruent,1384
66,19,Fear 6 Male.JPG,1,Fear,Fear,Congruent,1403
67,19,Fear 6 Male.JPG,1,Fear,Fear,Congruent,1445
68,19,Fear 6 Male.JPG,1,Fear,Fear,Congruent,840
69,19,Fear 6 Male.JPG,1,Fear,Fear,Congruent,1030
70,19,Anger 6 Male.JPG,1,Fear,Anger,Incongruent,1737
71,19,Fear 6 Male.JPG,1,Fear,Fear,Congruent,2871
72,19,Fear 6 Male.JPG,1,Fear,Fear,Congruent,6088
1,51,Sad 9 Female.JPG,2,Sad,Sad,Congruent,1532
2,51,Sad 9 Female.JPG,2,Sad,Sad,Congruent,3213
5,51,Happy 11 Female.JPG,2,Sad,Happy,Incongruent,1435
6,51,Sad 9 Female.JPG,2,Sad,Sad,Congruent,1817
8,51,Happy 11 Female.JPG,2,Sad,Happy,Incongruent,1507
9,51,Sad 9 Female.JPG,2,Sad,Sad,Congruent,949
10,51,Sad 9 Female.JPG,2,Sad,Sad,Congruent,1577
11,51,Happy 11 Female.JPG,2,Sad,Happy,Incongruent,1301
12,51,Happy 11 Female.JPG,2,Sad,Happy,Incongruent,1135
13,51,Sad 9 Female.JPG,2,Sad,Sad,Congruent,1938
14,51,Happy 11 Female.JPG,2,Sad,Happy,Incongruent,2057
15,51,Happy 11 Female.JPG,2,Sad,Happy,Incongruent,600
16,51,Sad 9 Female.JPG,2,Sad,Sad,Congruent,1347
17,51,Sad 9 Female.JPG,2,Sad,Sad,Congruent,1252
18,51,Sad 9 Female.JPG,2,Sad,Sad,Congruent,1148
19,51,Sad 9 Female.JPG,2,Sad,Sad,Congruent,1021
20,51,Sad 9 Female.JPG,2,Sad,Sad,Congruent,2381
21,51,Sad 9 Female.JPG,2,Sad,Sad,Congruent,801
22,51,Happy 11 Female.JPG,2,Sad,Happy,Incongruent,1182
27,51,Happy 11 Female.JPG,2,Sad,Happy,Incongruent,1920
28,51,Happy 11 Female.JPG,2,Sad,Happy,Incongruent,1081
29,51,Sad 9 Female.JPG,2,Sad,Sad,Congruent,1950
30,51,Sad 9 Female.JPG,2,Sad,Sad,Congruent,1236
31,51,Sad 9 Female.JPG,2,Sad,Sad,Congruent,937
32,51,Sad 9 Female.JPG,2,Sad,Sad,Congruent,1656
34,51,Happy 11 Female.JPG,2,Sad,Happy,Incongruent,1185
36,51,Happy 11 Female.JPG,2,Sad,Happy,Incongruent,1551
37,51,Happy 11 Female.JPG,2,Sad,Happy,Incongruent,1408
100,51,Happy 11 Female.JPG,2,Sad,Happy,Incongruent,1397
200,51,Happy 11 Female.JPG,2,Sad,Happy,Incongruent,2623
38,20,Fear 6 Male.JPG,1,Fear,Fear,Congruent,3368
39,20,Fear 6 Male.JPG,1,Fear,Fear,Congruent,3282
40,20,Anger 6 Male.JPG,1,Fear,Anger,Incongruent,1186
42,20,Fear 6 Male.JPG,1,Fear,Fear,Congruent,2011
45,20,Fear 6 Male.JPG,1,Fear,Fear,Congruent,3399
46,20,Fear 6 Male.JPG,1,Fear,Fear,Congruent,2920
47,20,Anger 6 Male.JPG,1,Fear,Anger,Incongruent,3012
48,20,Fear 6 Male.JPG,1,Fear,Fear,Congruent,3652
50,20,Fear 6 Male.JPG,1,Fear,Fear,Congruent,3371
51,20,Anger 6 Male.JPG,1,Fear,Anger,Incongruent,4246
52,20,Fear 6 Male.JPG,1,Fear,Fear,Congruent,1555
53,20,Anger 6 Male.JPG,1,Fear,Anger,Incongruent,2623
54,20,Fear 6 Male.JPG,1,Fear,Fear,Congruent,2044
55,20,Fear 6 Male.JPG,1,Fear,Fear,Congruent,1672
56,20,Anger 6 Male.JPG,1,Fear,Anger,Incongruent,2274
57,20,Fear 6 Male.JPG,1,Fear,Fear,Congruent,3258
58,20,Fear 6 Male.JPG,1,Fear,Fear,Congruent,2665
59,20,Anger 6 Male.JPG,1,Fear,Anger,Incongruent,1250
60,20,Fear 6 Male.JPG,1,Fear,Fear,Congruent,589
62,20,Fear 6 Male.JPG,1,Fear,Fear,Congruent,3379
63,20,Anger 6 Male.JPG,1,Fear,Anger,Incongruent,1436
64,20,Anger 6 Male.JPG,1,Fear,Anger,Incongruent,1937
65,20,Anger 6 Male.JPG,1,Fear,Anger,Incongruent,994
66,20,Anger 6 Male.JPG,1,Fear,Anger,Incongruent,1225
67,20,Anger 6 Male.JPG,1,Fear,Anger,Incongruent,1169
68,20,Anger 6 Male.JPG,1,Fear,Anger,Incongruent,1376
69,20,Anger 6 Male.JPG,1,Fear,Anger,Incongruent,921
70,20,Fear 6 Male.JPG,1,Fear,Fear,Congruent,2055
71,20,Anger 6 Male.JPG,1,Fear,Anger,Incongruent,3333
72,20,Anger 6 Male.JPG,1,Fear,Anger,Incongruent,8473
1,52,Sad 10 Female.JPG,2,Happy,Sad,Incongruent,1803
2,52,Sad 10 Female.JPG,2,Happy,Sad,Incongruent,2637
5,52,Happy 12 Female.JPG,2,Happy,Happy,Congruent,980
6,52,Sad 10 Female.JPG,2,Happy,Sad,Incongruent,2489
8,52,Happy 12 Female.JPG,2,Happy,Happy,Congruent,1728
9,52,Sad 10 Female.JPG,2,Happy,Sad,Incongruent,1076
10,52,Sad 10 Female.JPG,2,Happy,Sad,Incongruent,1980
11,52,Happy 12 Female.JPG,2,Happy,Happy,Congruent,1043
12,52,Happy 12 Female.JPG,2,Happy,Happy,Congruent,1070
13,52,Sad 10 Female.JPG,2,Happy,Sad,Incongruent,5716
14,52,Happy 12 Female.JPG,2,Happy,Happy,Congruent,1767
15,52,Happy 12 Female.JPG,2,Happy,Happy,Congruent,876
16,52,Sad 10 Female.JPG,2,Happy,Sad,Incongruent,1908
17,52,Sad 10 Female.JPG,2,Happy,Sad,Incongruent,1472
18,52,Sad 10 Female.JPG,2,Happy,Sad,Incongruent,1225
19,52,Sad 10 Female.JPG,2,Happy,Sad,Incongruent,1176
21,52,Sad 10 Female.JPG,2,Happy,Sad,Incongruent,1105
22,52,Happy 12 Female.JPG,2,Happy,Happy,Congruent,1050
26,52,Happy 12 Female.JPG,2,Happy,Happy,Congruent,1297
28,52,Happy 12 Female.JPG,2,Happy,Happy,Congruent,881
29,52,Sad 10 Female.JPG,2,Happy,Sad,Incongruent,2960
30,52,Sad 10 Female.JPG,2,Happy,Sad,Incongruent,2185
31,52,Sad 10 Female.JPG,2,Happy,Sad,Incongruent,1211
32,52,Sad 10 Female.JPG,2,Happy,Sad,Incongruent,1641
34,52,Happy 12 Female.JPG,2,Happy,Happy,Congruent,1227
36,52,Happy 12 Female.JPG,2,Happy,Happy,Congruent,1712
37,52,Happy 12 Female.JPG,2,Happy,Happy,Congruent,809
49,52,Happy 12 Female.JPG,2,Happy,Happy,Congruent,770
100,52,Happy 12 Female.JPG,2,Happy,Happy,Congruent,1192
39,21,Anger 7 Male.JPG,1,Fear,Anger,Incongruent,2972
40,21,Fear 7 Male.JPG,1,Fear,Fear,Congruent,1735
44,21,Fear 7 Male.JPG,1,Fear,Fear,Congruent,1293
45,21,Anger 7 Male.JPG,1,Fear,Anger,Incongruent,9479
46,21,Anger 7 Male.JPG,1,Fear,Anger,Incongruent,2400
47,21,Fear 7 Male.JPG,1,Fear,Fear,Congruent,1669
51,21,Fear 7 Male.JPG,1,Fear,Fear,Congruent,1129
52,21,Anger 7 Male.JPG,1,Fear,Anger,Incongruent,1416
53,21,Fear 7 Male.JPG,1,Fear,Fear,Congruent,2372
55,21,Anger 7 Male.JPG,1,Fear,Anger,Incongruent,3124
56,21,Fear 7 Male.JPG,1,Fear,Fear,Congruent,1321
57,21,Anger 7 Male.JPG,1,Fear,Anger,Incongruent,3635
58,21,Anger 7 Male.JPG,1,Fear,Anger,Incongruent,2871
59,21,Fear 7 Male.JPG,1,Fear,Fear,Congruent,806
60,21,Anger 7 Male.JPG,1,Fear,Anger,Incongruent,1010
63,21,Fear 7 Male.JPG,1,Fear,Fear,Congruent,1186
64,21,Fear 7 Male.JPG,1,Fear,Fear,Congruent,1166
65,21,Fear 7 Male.JPG,1,Fear,Fear,Congruent,1280
