Subject,Vignette,Face,Arousal,StoryEmotion,FaceExpression,Accuracy
57,22,Fear 7 Male.JPG,3.89,Fear,Fear,1
58,22,Fear 7 Male.JPG,3.89,Fear,Fear,1
59,21,Fear 7 Male.JPG,3.89,Fear,Fear,1
60,22,Fear 7 Male.JPG,3.89,Fear,Fear,1
61,22,Fear 7 Male.JPG,3.89,Fear,Fear,1
62,22,Fear 7 Male.JPG,3.89,Fear,Fear,1
63,21,Fear 7 Male.JPG,3.89,Fear,Fear,1
64,21,Fear 7 Male.JPG,3.89,Fear,Fear,1
65,21,Fear 7 Male.JPG,3.89,Fear,Fear,1
66,21,Fear 7 Male.JPG,3.89,Fear,Fear,1
67,21,Fear 7 Male.JPG,3.89,Fear,Fear,1
69,21,Fear 7 Male.JPG,3.89,Fear,Fear,1
70,22,Fear 7 Male.JPG,3.89,Fear,Fear,1
71,21,Fear 7 Male.JPG,3.89,Fear,Fear,1
72,21,Fear 7 Male.JPG,3.89,Fear,Fear,1
38,32,Fear 8 Female.JPG,3.88,Fear,Fear,1
39,32,Fear 8 Female.JPG,3.88,Fear,Fear,1
40,31,Fear 8 Female.JPG,3.88,Fear,Fear,1
42,32,Fear 8 Female.JPG,3.88,Fear,Fear,1
44,31,Fear 8 Female.JPG,3.88,Fear,Fear,1
45,32,Fear 8 Female.JPG,3.88,Fear,Fear,1
46,32,Fear 8 Female.JPG,3.88,Fear,Fear,1
47,31,Fear 8 Female.JPG,3.88,Fear,Fear,1
48,32,Fear 8 Female.JPG,3.88,Fear,Fear,1
50,32,Fear 8 Female.JPG,3.88,Fear,Fear,1
51,31,Fear 8 Female.JPG,3.88,Fear,Fear,1
52,32,Fear 8 Female.JPG,3.88,Fear,Fear,1
53,31,Fear 8 Female.JPG,3.88,Fear,Fear,1
54,32,Fear 8 Female.JPG,3.88,Fear,Fear,1
55,32,Fear 8 Female.JPG,3.88,Fear,Fear,1
56,31,Fear 8 Female.JPG,3.88,Fear,Fear,1
57,32,Fear 8 Female.JPG,3.88,Fear,Fear,1
58,32,Fear 8 Female.JPG,3.88,Fear,Fear,1
59,31,Fear 8 Female.JPG,3.88,Fear,Fear,1
60,32,Fear 8 Female.JPG,3.88,Fear,Fear,1
61,32,Fear 8 Female.JPG,3.88,Fear,Fear,1
62,32,Fear 8 Female.JPG,3.88,Fear,Fear,1
63,31,Fear 8 Female.JPG,3.88,Fear,Fear,1
64,31,Fear 8 Female.JPG,3.88,Fear,Fear,1
65,31,Fear 8 Female.JPG,3.88,Fear,Fear,1
66,31,Fear 8 Female.JPG,3.88,Fear,Fear,1
67,31,Fear 8 Female.JPG,3.88,Fear,Fear,1
68,31,Fear 8 Female.JPG,3.88,Fear,Fear,1
69,31,Fear 8 Female.JPG,3.88,Fear,Fear,1
70,32,Fear 8 Female.JPG,3.88,Fear,Fear,1
71,31,Fear 8 Female.JPG,3.88,Fear,Fear,1
72,31,Fear 8 Female.JPG,3.88,Fear,Fear,0
38,24,Fear 8 Male.JPG,3.3,Fear,Fear,0
39,24,Fear 8 Male.JPG,3.3,Fear,Fear,1
40,23,Fear 8 Male.JPG,3.3,Fear,Fear,1
42,24,Fear 8 Male.JPG,3.3,Fear,Fear,1
44,23,Fear 8 Male.JPG,3.3,Fear,Fear,1
45,24,Fear 8 Male.JPG,3.3,Fear,Fear,1
46,24,Fear 8 Male.JPG,3.3,Fear,Fear,1
47,23,Fear 8 Male.JPG,3.3,Fear,Fear,1
48,24,Fear 8 Male.JPG,3.3,Fear,Fear,1
50,24,Fear 8 Male.JPG,3.3,Fear,Fear,1
51,23,Fear 8 Male.JPG,3.3,Fear,Fear,1
52,24,Fear 8 Male.JPG,3.3,Fear,Fear,1
53,23,Fear 8 Male.JPG,3.3,Fear,Fear,1
54,24,Fear 8 Male.JPG,3.3,Fear,Fear,1
55,24,Fear 8 Male.JPG,3.3,Fear,Fear,1
56,23,Fear 8 Male.JPG,3.3,Fear,Fear,1
58,24,Fear 8 Male.JPG,3.3,Fear,Fear,1
59,23,Fear 8 Male.JPG,3.3,Fear,Fear,1
60,24,Fear 8 Male.JPG,3.3,Fear,Fear,1
61,24,Fear 8 Male.JPG,3.3,Fear,Fear,1
62,24,Fear 8 Male.JPG,3.3,Fear,Fear,1
63,23,Fear 8 Male.JPG,3.3,Fear,Fear,1
64,23,Fear 8 Male.JPG,3.3,Fear,Fear,1
65,23,Fear 8 Male.JPG,3.3,Fear,Fear,1
66,23,Fear 8 Male.JPG,3.3,Fear,Fear,1
67,23,Fear 8 Male.JPG,3.3,Fear,Fear,1
68,23,Fear 8 Male.JPG,3.3,Fear,Fear,1
69,23,Fear 8 Male.JPG,3.3,Fear,Fear,1
70,24,Fear 8 Male.JPG,3.3,Fear,Fear,1
71,23,Fear 8 Male.JPG,3.3,Fear,Fear,1
72,23,Fear 8 Male.JPG,3.3,Fear,Fear,1
