Subject,ExperimentName,Trials,KDEFfaces,Arousal,StoryEmotion,FaceExpression,Stats,RT,,
52,SS Study 2 ExpB,1,Fear 1 Male.JPG,3.67,Anger,Fear,Total Slide1.RT,1735.00,,
53,SS Study 2 ExpA,2,Fear 1 Male.JPG,3.67,Anger,Fear,Total Slide1.RT,1831.00,,
54,SS Study 2 ExpB,1,Fear 1 Male.JPG,3.67,Anger,Fear,Total Slide1.RT,1545.00,,
55,SS Study 2 ExpB,1,Fear 1 Male.JPG,3.67,Anger,Fear,Total Slide1.RT,1890.00,,
56,SS Study 2 ExpA,2,Fear 1 Male.JPG,3.67,Anger,Fear,Total Slide1.RT,1149.00,,
58,SS Study 2 ExpB,1,Fear 1 Male.JPG,3.67,Anger,Fear,Total Slide1.RT,1426.00,,
59,SS Study 2 ExpA,2,Fear 1 Male.JPG,3.67,Anger,Fear,Total Slide1.RT,1230.00,,
60,SS Study 2 ExpB,1,Fear 1 Male.JPG,3.67,Anger,Fear,Total Slide1.RT,992.00,,
61,SS Study 2 ExpB,1,Fear 1 Male.JPG,3.67,Anger,Fear,Total Slide1.RT,1515.00,,
62,SS Study 2 ExpB,1,Fear 1 Male.JPG,3.67,Anger,Fear,Total Slide1.RT,1951.00,,
63,SS Study 2 ExpA,2,Fear 1 Male.JPG,3.67,Anger,Fear,Total Slide1.RT,1032.00,,
64,SS Study 2 ExpA,2,Fear 1 Male.JPG,3.67,Anger,Fear,Total Slide1.RT,1469.00,,
65,SS Study 2 ExpA,2,Fear 1 Male.JPG,3.67,Anger,Fear,Total Slide1.RT,1277.00,,
66,SS Study 2 ExpA,2,Fear 1 Male.JPG,3.67,Anger,Fear,Total Slide1.RT,1548.00,,
67,SS Study 2 ExpA,2,Fear 1 Male.JPG,3.67,Anger,Fear,Total Slide1.RT,1765.00,,
68,SS Study 2 ExpA,2,Fear 1 Male.JPG,3.67,Anger,Fear,Total Slide1.RT,989.00,,
69,SS Study 2 ExpA,2,Fear 1 Male.JPG,3.67,Anger,Fear,Total Slide1.RT,1117.00,,
70,SS Study 2 ExpB,1,Fear 1 Male.JPG,3.67,Anger,Fear,Total Slide1.RT,1521.00,,
71,SS Study 2 ExpA,2,Fear 1 Male.JPG,3.67,Anger,Fear,Total Slide1.RT,8493.00,,
72,SS Study 2 ExpA,2,Fear 1 Male.JPG,3.67,Anger,Fear,Total Slide1.RT,7352.00,,
38,SS Study 2 ExpB,11,Fear 2 Female.JPG,3.61,Anger,Fear,Total Slide1.RT,3961.00,,
40,SS Study 2 ExpA,12,Fear 2 Female.JPG,3.61,Anger,Fear,Total Slide1.RT,1414.00,,
42,SS Study 2 ExpB,11,Fear 2 Female.JPG,3.61,Anger,Fear,Total Slide1.RT,5131.00,,
45,SS Study 2 ExpB,11,Fear 2 Female.JPG,3.61,Anger,Fear,Total Slide1.RT,1485.00,,
46,SS Study 2 ExpB,11,Fear 2 Female.JPG,3.61,Anger,Fear,Total Slide1.RT,1497.00,,
47,SS Study 2 ExpA,12,Fear 2 Female.JPG,3.61,Anger,Fear,Total Slide1.RT,2154.00,,
48,SS Study 2 ExpB,11,Fear 2 Female.JPG,3.61,Anger,Fear,Total Slide1.RT,1639.00,,
50,SS Study 2 ExpB,11,Fear 2 Female.JPG,3.61,Anger,Fear,Total Slide1.RT,9652.00,,
51,SS Study 2 ExpA,12,Fear 2 Female.JPG,3.61,Anger,Fear,Total Slide1.RT,1705.00,,
52,SS Study 2 ExpB,11,Fear 2 Female.JPG,3.61,Anger,Fear,Total Slide1.RT,1667.00,,
53,SS Study 2 ExpA,12,Fear 2 Female.JPG,3.61,Anger,Fear,Total Slide1.RT,2945.00,,
54,SS Study 2 ExpB,11,Fear 2 Female.JPG,3.61,Anger,Fear,Total Slide1.RT,3368.00,,
55,SS Study 2 ExpB,11,Fear 2 Female.JPG,3.61,Anger,Fear,Total Slide1.RT,2715.00,,
56,SS Study 2 ExpA,12,Fear 2 Female.JPG,3.61,Anger,Fear,Total Slide1.RT,1581.00,,
57,SS Study 2 ExpB,11,Fear 2 Female.JPG,3.61,Anger,Fear,Total Slide1.RT,2634.00,,
58,SS Study 2 ExpB,11,Fear 2 Female.JPG,3.61,Anger,Fear,Total Slide1.RT,1705.00,,
59,SS Study 2 ExpA,12,Fear 2 Female.JPG,3.61,Anger,Fear,Total Slide1.RT,1553.00,,
62,SS Study 2 ExpB,11,Fear 2 Female.JPG,3.61,Anger,Fear,Total Slide1.RT,3754.00,,
63,SS Study 2 ExpA,12,Fear 2 Female.JPG,3.61,Anger,Fear,Total Slide1.RT,1301.00,,
64,SS Study 2 ExpA,12,Fear 2 Female.JPG,3.61,Anger,Fear,Total Slide1.RT,2459.00,,
65,SS Study 2 ExpA,12,Fear 2 Female.JPG,3.61,Anger,Fear,Total Slide1.RT,1669.00,,
66,SS Study 2 ExpA,12,Fear 2 Female.JPG,3.61,Anger,Fear,Total Slide1.RT,1571.00,,
67,SS Study 2 ExpA,12,Fear 2 Female.JPG,3.61,Anger,Fear,Total Slide1.RT,1025.00,,
68,SS Study 2 ExpA,12,Fear 2 Female.JPG,3.61,Anger,Fear,Total Slide1.RT,1935.00,,
69,SS Study 2 ExpA,12,Fear 2 Female.JPG,3.61,Anger,Fear,Total Slide1.RT,988.00,,
70,SS Study 2 ExpB,11,Fear 2 Female.JPG,3.61,Anger,Fear,Total Slide1.RT,1175.00,,
71,SS Study 2 ExpA,12,Fear 2 Female.JPG,3.61,Anger,Fear,Total Slide1.RT,2632.00,,
72,SS Study 2 ExpA,12,Fear 2 Female.JPG,3.61,Anger,Fear,Total Slide1.RT,9373.00,,
38,SS Study 2 ExpB,3,Fear 2 Male.JPG,3.54,Anger,Fear,Total Slide1.RT,5484.00,,
39,SS Study 2 ExpB,3,Fear 2 Male.JPG,3.54,Anger,Fear,Total Slide1.RT,2792.00,,
40,SS Study 2 ExpA,4,Fear 2 Male.JPG,3.54,Anger,Fear,Total Slide1.RT,1790.00,,
42,SS Study 2 ExpB,3,Fear 2 Male.JPG,3.54,Anger,Fear,Total Slide1.RT,3173.00,,
44,SS Study 2 ExpA,4,Fear 2 Male.JPG,3.54,Anger,Fear,Total Slide1.RT,2050.00,,
45,SS Study 2 ExpB,3,Fear 2 Male.JPG,3.54,Anger,Fear,Total Slide1.RT,3207.00,,
46,SS Study 2 ExpB,3,Fear 2 Male.JPG,3.54,Anger,Fear,Total Slide1.RT,3121.00,,
47,SS Study 2 ExpA,4,Fear 2 Male.JPG,3.54,Anger,Fear,Total Slide1.RT,2341.00,,
48,SS Study 2 ExpB,3,Fear 2 Male.JPG,3.54,Anger,Fear,Total Slide1.RT,3344.00,,
50,SS Study 2 ExpB,3,Fear 2 Male.JPG,3.54,Anger,Fear,Total Slide1.RT,7090.00,,
51,SS Study 2 ExpA,4,Fear 2 Male.JPG,3.54,Anger,Fear,Total Slide1.RT,1878.00,,
52,SS Study 2 ExpB,3,Fear 2 Male.JPG,3.54,Anger,Fear,Total Slide1.RT,1130.00,,
53,SS Study 2 ExpA,4,Fear 2 Male.JPG,3.54,Anger,Fear,Total Slide1.RT,3900.00,,
54,SS Study 2 ExpB,3,Fear 2 Male.JPG,3.54,Anger,Fear,Total Slide1.RT,1760.00,,
55,SS Study 2 ExpB,3,Fear 2 Male.JPG,3.54,Anger,Fear,Total Slide1.RT,1474.00,,
56,SS Study 2 ExpA,4,Fear 2 Male.JPG,3.54,Anger,Fear,Total Slide1.RT,3225.00,,
57,SS Study 2 ExpB,3,Fear 2 Male.JPG,3.54,Anger,Fear,Total Slide1.RT,4636.00,,
58,SS Study 2 ExpB,3,Fear 2 Male.JPG,3.54,Anger,Fear,Total Slide1.RT,2328.00,,
59,SS Study 2 ExpA,4,Fear 2 Male.JPG,3.54,Anger,Fear,Total Slide1.RT,1464.00,,
60,SS Study 2 ExpB,3,Fear 2 Male.JPG,3.54,Anger,Fear,Total Slide1.RT,694.00,,
61,SS Study 2 ExpB,3,Fear 2 Male.JPG,3.54,Anger,Fear,Total Slide1.RT,1418.00,,
62,SS Study 2 ExpB,3,Fear 2 Male.JPG,3.54,Anger,Fear,Total Slide1.RT,4954.00,,
63,SS Study 2 ExpA,4,Fear 2 Male.JPG,3.54,Anger,Fear,Total Slide1.RT,1055.00,,
64,SS Study 2 ExpA,4,Fear 2 Male.JPG,3.54,Anger,Fear,Total Slide1.RT,1447.00,,
65,SS Study 2 ExpA,4,Fear 2 Male.JPG,3.54,Anger,Fear,Total Slide1.RT,1520.00,,
66,SS Study 2 ExpA,4,Fear 2 Male.JPG,3.54,Anger,Fear,Total Slide1.RT,1402.00,,
67,SS Study 2 ExpA,4,Fear 2 Male.JPG,3.54,Anger,Fear,Total Slide1.RT,1273.00,,
69,SS Study 2 ExpA,4,Fear 2 Male.JPG,3.54,Anger,Fear,Total Slide1.RT,1113.00,,
70,SS Study 2 ExpB,3,Fear 2 Male.JPG,3.54,Anger,Fear,Total Slide1.RT,1633.00,,
71,SS Study 2 ExpA,4,Fear 2 Male.JPG,3.54,Anger,Fear,Total Slide1.RT,2945.00,,
72,SS Study 2 ExpA,4,Fear 2 Male.JPG,3.54,Anger,Fear,Total Slide1.RT,4960.00,,
39,SS Study 2 ExpB,13,Fear 3 Female.JPG,3.42,Anger,Fear,Total Slide1.RT,2936.00,,
40,SS Study 2 ExpA,14,Fear 3 Female.JPG,3.42,Anger,Fear,Total Slide1.RT,1837.00,,
42,SS Study 2 ExpB,13,Fear 3 Female.JPG,3.42,Anger,Fear,Total Slide1.RT,2896.00,,
44,SS Study 2 ExpA,14,Fear 3 Female.JPG,3.42,Anger,Fear,Total Slide1.RT,3238.00,,
45,SS Study 2 ExpB,13,Fear 3 Female.JPG,3.42,Anger,Fear,Total Slide1.RT,2162.00,,
47,SS Study 2 ExpA,14,Fear 3 Female.JPG,3.42,Anger,Fear,Total Slide1.RT,3535.00,,
48,SS Study 2 ExpB,13,Fear 3 Female.JPG,3.42,Anger,Fear,Total Slide1.RT,1234.00,,
52,SS Study 2 ExpB,13,Fear 3 Female.JPG,3.42,Anger,Fear,Total Slide1.RT,1733.00,,
53,SS Study 2 ExpA,14,Fear 3 Female.JPG,3.42,Anger,Fear,Total Slide1.RT,2536.00,,
54,SS Study 2 ExpB,13,Fear 3 Female.JPG,3.42,Anger,Fear,Total Slide1.RT,1790.00,,
55,SS Study 2 ExpB,13,Fear 3 Female.JPG,3.42,Anger,Fear,Total Slide1.RT,3268.00,,
56,SS Study 2 ExpA,14,Fear 3 Female.JPG,3.42,Anger,Fear,Total Slide1.RT,2022.00,,
57,SS Study 2 ExpB,13,Fear 3 Female.JPG,3.42,Anger,Fear,Total Slide1.RT,4179.00,,
58,SS Study 2 ExpB,13,Fear 3 Female.JPG,3.42,Anger,Fear,Total Slide1.RT,1853.00,,
59,SS Study 2 ExpA,14,Fear 3 Female.JPG,3.42,Anger,Fear,Total Slide1.RT,1714.00,,
60,SS Study 2 ExpB,13,Fear 3 Female.JPG,3.42,Anger,Fear,Total Slide1.RT,1054.00,,
61,SS Study 2 ExpB,13,Fear 3 Female.JPG,3.42,Anger,Fear,Total Slide1.RT,1314.00,,
63,SS Study 2 ExpA,14,Fear 3 Female.JPG,3.42,Anger,Fear,Total Slide1.RT,1601.00,,
64,SS Study 2 ExpA,14,Fear 3 Female.JPG,3.42,Anger,Fear,Total Slide1.RT,1421.00,,
65,SS Study 2 ExpA,14,Fear 3 Female.JPG,3.42,Anger,Fear,Total Slide1.RT,1204.00,,
67,SS Study 2 ExpA,14,Fear 3 Female.JPG,3.42,Anger,Fear,Total Slide1.RT,1477.00,,
68,SS Study 2 ExpA,14,Fear 3 Female.JPG,3.42,Anger,Fear,Total Slide1.RT,1151.00,,
70,SS Study 2 ExpB,13,Fear 3 Female.JPG,3.42,Anger,Fear,Total Slide1.RT,1329.00,,
71,SS Study 2 ExpA,14,Fear 3 Female.JPG,3.42,Anger,Fear,Total Slide1.RT,4173.00,,
72,SS Study 2 ExpA,14,Fear 3 Female.JPG,3.42,Anger,Fear,Total Slide1.RT,7464.00,,
38,SS Study 2 ExpB,5,Fear 3 Male.JPG,4.31,Anger,Fear,Total Slide1.RT,3703.00,,
39,SS Study 2 ExpB,5,Fear 3 Male.JPG,4.31,Anger,Fear,Total Slide1.RT,2727.00,,
40,SS Study 2 ExpA,6,Fear 3 Male.JPG,4.31,Anger,Fear,Total Slide1.RT,1189.00,,
42,SS Study 2 ExpB,5,Fear 3 Male.JPG,4.31,Anger,Fear,Total Slide1.RT,4074.00,,
44,SS Study 2 ExpA,6,Fear 3 Male.JPG,4.31,Anger,Fear,Total Slide1.RT,1799.00,,
45,SS Study 2 ExpB,5,Fear 3 Male.JPG,4.31,Anger,Fear,Total Slide1.RT,1799.00,,
46,SS Study 2 ExpB,5,Fear 3 Male.JPG,4.31,Anger,Fear,Total Slide1.RT,1920.00,,
47,SS Study 2 ExpA,6,Fear 3 Male.JPG,4.31,Anger,Fear,Total Slide1.RT,2233.00,,
48,SS Study 2 ExpB,5,Fear 3 Male.JPG,4.31,Anger,Fear,Total Slide1.RT,1321.00,,
50,SS Study 2 ExpB,5,Fear 3 Male.JPG,4.31,Anger,Fear,Total Slide1.RT,6627.00,,
51,SS Study 2 ExpA,6,Fear 3 Male.JPG,4.31,Anger,Fear,Total Slide1.RT,2652.00,,
52,SS Study 2 ExpB,5,Fear 3 Male.JPG,4.31,Anger,Fear,Total Slide1.RT,1035.00,,
53,SS Study 2 ExpA,6,Fear 3 Male.JPG,4.31,Anger,Fear,Total Slide1.RT,2919.00,,
54,SS Study 2 ExpB,5,Fear 3 Male.JPG,4.31,Anger,Fear,Total Slide1.RT,1912.00,,
55,SS Study 2 ExpB,5,Fear 3 Male.JPG,4.31,Anger,Fear,Total Slide1.RT,1177.00,,
56,SS Study 2 ExpA,6,Fear 3 Male.JPG,4.31,Anger,Fear,Total Slide1.RT,1684.00,,
58,SS Study 2 ExpB,5,Fear 3 Male.JPG,4.31,Anger,Fear,Total Slide1.RT,1440.00,,
59,SS Study 2 ExpA,6,Fear 3 Male.JPG,4.31,Anger,Fear,Total Slide1.RT,924.00,,
61,SS Study 2 ExpB,5,Fear 3 Male.JPG,4.31,Anger,Fear,Total Slide1.RT,1133.00,,
62,SS Study 2 ExpB,5,Fear 3 Male.JPG,4.31,Anger,Fear,Total Slide1.RT,5573.00,,
63,SS Study 2 ExpA,6,Fear 3 Male.JPG,4.31,Anger,Fear,Total Slide1.RT,947.00,,
64,SS Study 2 ExpA,6,Fear 3 Male.JPG,4.31,Anger,Fear,Total Slide1.RT,1342.00,,
65,SS Study 2 ExpA,6,Fear 3 Male.JPG,4.31,Anger,Fear,Total Slide1.RT,1517.00,,
66,SS Study 2 ExpA,6,Fear 3 Male.JPG,4.31,Anger,Fear,Total Slide1.RT,1154.00,,
67,SS Study 2 ExpA,6,Fear 3 Male.JPG,4.31,Anger,Fear,Total Slide1.RT,1649.00,,
68,SS Study 2 ExpA,6,Fear 3 Male.JPG,4.31,Anger,Fear,Total Slide1.RT,1775.00,,
69,SS Study 2 ExpA,6,Fear 3 Male.JPG,4.31,Anger,Fear,Total Slide1.RT,908.00,,
70,SS Study 2 ExpB,5,Fear 3 Male.JPG,4.31,Anger,Fear,Total Slide1.RT,822.00,,
71,SS Study 2 ExpA,6,Fear 3 Male.JPG,4.31,Anger,Fear,Total Slide1.RT,1910.00,,
72,SS Study 2 ExpA,6,Fear 3 Male.JPG,4.31,Anger,Fear,Total Slide1.RT,9652.00,,
39,SS Study 2 ExpB,15,Fear 4 Female.JPG,4.08,Anger,Fear,Total Slide1.RT,3100.00,,
40,SS Study 2 ExpA,16,Fear 4 Female.JPG,4.08,Anger,Fear,Total Slide1.RT,2750.00,,
42,SS Study 2 ExpB,15,Fear 4 Female.JPG,4.08,Anger,Fear,Total Slide1.RT,2880.00,,
45,SS Study 2 ExpB,15,Fear 4 Female.JPG,4.08,Anger,Fear,Total Slide1.RT,2306.00,,
46,SS Study 2 ExpB,15,Fear 4 Female.JPG,4.08,Anger,Fear,Total Slide1.RT,1390.00,,
47,SS Study 2 ExpA,16,Fear 4 Female.JPG,4.08,Anger,Fear,Total Slide1.RT,2325.00,,
48,SS Study 2 ExpB,15,Fear 4 Female.JPG,4.08,Anger,Fear,Total Slide1.RT,2487.00,,
51,SS Study 2 ExpA,16,Fear 4 Female.JPG,4.08,Anger,Fear,Total Slide1.RT,4896.00,,
52,SS Study 2 ExpB,15,Fear 4 Female.JPG,4.08,Anger,Fear,Total Slide1.RT,2066.00,,
53,SS Study 2 ExpA,16,Fear 4 Female.JPG,4.08,Anger,Fear,Total Slide1.RT,2763.00,,
54,SS Study 2 ExpB,15,Fear 4 Female.JPG,4.08,Anger,Fear,Total Slide1.RT,2239.00,,
55,SS Study 2 ExpB,15,Fear 4 Female.JPG,4.08,Anger,Fear,Total Slide1.RT,2272.00,,
56,SS Study 2 ExpA,16,Fear 4 Female.JPG,4.08,Anger,Fear,Total Slide1.RT,2432.00,,
57,SS Study 2 ExpB,15,Fear 4 Female.JPG,4.08,Anger,Fear,Total Slide1.RT,3948.00,,
58,SS Study 2 ExpB,15,Fear 4 Female.JPG,4.08,Anger,Fear,Total Slide1.RT,1671.00,,
59,SS Study 2 ExpA,16,Fear 4 Female.JPG,4.08,Anger,Fear,Total Slide1.RT,5903.00,,
60,SS Study 2 ExpB,15,Fear 4 Female.JPG,4.08,Anger,Fear,Total Slide1.RT,659.00,,
62,SS Study 2 ExpB,15,Fear 4 Female.JPG,4.08,Anger,Fear,Total Slide1.RT,5112.00,,
63,SS Study 2 ExpA,16,Fear 4 Female.JPG,4.08,Anger,Fear,Total Slide1.RT,1376.00,,
64,SS Study 2 ExpA,16,Fear 4 Female.JPG,4.08,Anger,Fear,Total Slide1.RT,3164.00,,
65,SS Study 2 ExpA,16,Fear 4 Female.JPG,4.08,Anger,Fear,Total Slide1.RT,1192.00,,
66,SS Study 2 ExpA,16,Fear 4 Female.JPG,4.08,Anger,Fear,Total Slide1.RT,3034.00,,
67,SS Study 2 ExpA,16,Fear 4 Female.JPG,4.08,Anger,Fear,Total Slide1.RT,2877.00,,
68,SS Study 2 ExpA,16,Fear 4 Female.JPG,4.08,Anger,Fear,Total Slide1.RT,1176.00,,
69,SS Study 2 ExpA,16,Fear 4 Female.JPG,4.08,Anger,Fear,Total Slide1.RT,863.00,,
70,SS Study 2 ExpB,15,Fear 4 Female.JPG,4.08,Anger,Fear,Total Slide1.RT,1169.00,,
71,SS Study 2 ExpA,16,Fear 4 Female.JPG,4.08,Anger,Fear,Total Slide1.RT,9652.00,,
72,SS Study 2 ExpA,16,Fear 4 Female.JPG,4.08,Anger,Fear,Total Slide1.RT,4710.00,,
38,SS Study 2 ExpB,7,Fear 4 Male.JPG,3.29,Anger,Fear,Total Slide1.RT,9652.00,,
39,SS Study 2 ExpB,7,Fear 4 Male.JPG,3.29,Anger,Fear,Total Slide1.RT,4381.00,,
40,SS Study 2 ExpA,8,Fear 4 Male.JPG,3.29,Anger,Fear,Total Slide1.RT,2203.00,,
42,SS Study 2 ExpB,7,Fear 4 Male.JPG,3.29,Anger,Fear,Total Slide1.RT,4656.00,,
44,SS Study 2 ExpA,8,Fear 4 Male.JPG,3.29,Anger,Fear,Total Slide1.RT,2725.00,,
45,SS Study 2 ExpB,7,Fear 4 Male.JPG,3.29,Anger,Fear,Total Slide1.RT,3135.00,,
46,SS Study 2 ExpB,7,Fear 4 Male.JPG,3.29,Anger,Fear,Total Slide1.RT,3763.00,,
47,SS Study 2 ExpA,8,Fear 4 Male.JPG,3.29,Anger,Fear,Total Slide1.RT,2241.00,,
48,SS Study 2 ExpB,7,Fear 4 Male.JPG,3.29,Anger,Fear,Total Slide1.RT,1648.00,,
51,SS Study 2 ExpA,8,Fear 4 Male.JPG,3.29,Anger,Fear,Total Slide1.RT,2148.00,,
52,SS Study 2 ExpB,7,Fear 4 Male.JPG,3.29,Anger,Fear,Total Slide1.RT,1447.00,,
53,SS Study 2 ExpA,8,Fear 4 Male.JPG,3.29,Anger,Fear,Total Slide1.RT,2329.00,,
54,SS Study 2 ExpB,7,Fear 4 Male.JPG,3.29,Anger,Fear,Total Slide1.RT,1950.00,,
55,SS Study 2 ExpB,7,Fear 4 Male.JPG,3.29,Anger,Fear,Total Slide1.RT,1354.00,,
56,SS Study 2 ExpA,8,Fear 4 Male.JPG,3.29,Anger,Fear,Total Slide1.RT,1014.00,,
57,SS Study 2 ExpB,7,Fear 4 Male.JPG,3.29,Anger,Fear,Total Slide1.RT,2715.00,,
58,SS Study 2 ExpB,7,Fear 4 Male.JPG,3.29,Anger,Fear,Total Slide1.RT,1772.00,,
59,SS Study 2 ExpA,8,Fear 4 Male.JPG,3.29,Anger,Fear,Total Slide1.RT,915.00,,
61,SS Study 2 ExpB,7,Fear 4 Male.JPG,3.29,Anger,Fear,Total Slide1.RT,1349.00,,
62,SS Study 2 ExpB,7,Fear 4 Male.JPG,3.29,Anger,Fear,Total Slide1.RT,3086.00,,
63,SS Study 2 ExpA,8,Fear 4 Male.JPG,3.29,Anger,Fear,Total Slide1.RT,1684.00,,
64,SS Study 2 ExpA,8,Fear 4 Male.JPG,3.29,Anger,Fear,Total Slide1.RT,2004.00,,
65,SS Study 2 ExpA,8,Fear 4 Male.JPG,3.29,Anger,Fear,Total Slide1.RT,1135.00,,
66,SS Study 2 ExpA,8,Fear 4 Male.JPG,3.29,Anger,Fear,Total Slide1.RT,1241.00,,
67,SS Study 2 ExpA,8,Fear 4 Male.JPG,3.29,Anger,Fear,Total Slide1.RT,1670.00,,
68,SS Study 2 ExpA,8,Fear 4 Male.JPG,3.29,Anger,Fear,Total Slide1.RT,967.00,,
69,SS Study 2 ExpA,8,Fear 4 Male.JPG,3.29,Anger,Fear,Total Slide1.RT,939.00,,
70,SS Study 2 ExpB,7,Fear 4 Male.JPG,3.29,Anger,Fear,Total Slide1.RT,1464.00,,
71,SS Study 2 ExpA,8,Fear 4 Male.JPG,3.29,Anger,Fear,Total Slide1.RT,9652.00,,
72,SS Study 2 ExpA,8,Fear 4 Male.JPG,3.29,Anger,Fear,Total Slide1.RT,9652.00,,
38,SS Study 2 ExpB,26,Fear 5 Female.JPG,4.25,Fear,Fear,Total Slide1.RT,2697.00,,
39,SS Study 2 ExpB,26,Fear 5 Female.JPG,4.25,Fear,Fear,Total Slide1.RT,2380.00,,
40,SS Study 2 ExpA,25,Fear 5 Female.JPG,4.25,Fear,Fear,Total Slide1.RT,1841.00,,
42,SS Study 2 ExpB,26,Fear 5 Female.JPG,4.25,Fear,Fear,Total Slide1.RT,1676.00,,
44,SS Study 2 ExpA,25,Fear 5 Female.JPG,4.25,Fear,Fear,Total Slide1.RT,1411.00,,
45,SS Study 2 ExpB,26,Fear 5 Female.JPG,4.25,Fear,Fear,Total Slide1.RT,2098.00,,
46,SS Study 2 ExpB,26,Fear 5 Female.JPG,4.25,Fear,Fear,Total Slide1.RT,1903.00,,
47,SS Study 2 ExpA,25,Fear 5 Female.JPG,4.25,Fear,Fear,Total Slide1.RT,2416.00,,
48,SS Study 2 ExpB,26,Fear 5 Female.JPG,4.25,Fear,Fear,Total Slide1.RT,3154.00,,
50,SS Study 2 ExpB,26,Fear 5 Female.JPG,4.25,Fear,Fear,Total Slide1.RT,3125.00,,
51,SS Study 2 ExpA,25,Fear 5 Female.JPG,4.25,Fear,Fear,Total Slide1.RT,2325.00,,
52,SS Study 2 ExpB,26,Fear 5 Female.JPG,4.25,Fear,Fear,Total Slide1.RT,1529.00,,
53,SS Study 2 ExpA,25,Fear 5 Female.JPG,4.25,Fear,Fear,Total Slide1.RT,2613.00,,
54,SS Study 2 ExpB,26,Fear 5 Female.JPG,4.25,Fear,Fear,Total Slide1.RT,2337.00,,
55,SS Study 2 ExpB,26,Fear 5 Female.JPG,4.25,Fear,Fear,Total Slide1.RT,1774.00,,
56,SS Study 2 ExpA,25,Fear 5 Female.JPG,4.25,Fear,Fear,Total Slide1.RT,1467.00,,
58,SS Study 2 ExpB,26,Fear 5 Female.JPG,4.25,Fear,Fear,Total Slide1.RT,2563.00,,
59,SS Study 2 ExpA,25,Fear 5 Female.JPG,4.25,Fear,Fear,Total Slide1.RT,1154.00,,
60,SS Study 2 ExpB,26,Fear 5 Female.JPG,4.25,Fear,Fear,Total Slide1.RT,363.00,,
61,SS Study 2 ExpB,26,Fear 5 Female.JPG,4.25,Fear,Fear,Total Slide1.RT,1277.00,,
62,SS Study 2 ExpB,26,Fear 5 Female.JPG,4.25,Fear,Fear,Total Slide1.RT,3088.00,,
63,SS Study 2 ExpA,25,Fear 5 Female.JPG,4.25,Fear,Fear,Total Slide1.RT,914.00,,
64,SS Study 2 ExpA,25,Fear 5 Female.JPG,4.25,Fear,Fear,Total Slide1.RT,1538.00,,
65,SS Study 2 ExpA,25,Fear 5 Female.JPG,4.25,Fear,Fear,Total Slide1.RT,1146.00,,
66,SS Study 2 ExpA,25,Fear 5 Female.JPG,4.25,Fear,Fear,Total Slide1.RT,1505.00,,
67,SS Study 2 ExpA,25,Fear 5 Female.JPG,4.25,Fear,Fear,Total Slide1.RT,1188.00,,
68,SS Study 2 ExpA,25,Fear 5 Female.JPG,4.25,Fear,Fear,Total Slide1.RT,1013.00,,
69,SS Study 2 ExpA,25,Fear 5 Female.JPG,4.25,Fear,Fear,Total Slide1.RT,951.00,,
70,SS Study 2 ExpB,26,Fear 5 Female.JPG,4.25,Fear,Fear,Total Slide1.RT,2188.00,,
71,SS Study 2 ExpA,25,Fear 5 Female.JPG,4.25,Fear,Fear,Total Slide1.RT,2477.00,,
72,SS Study 2 ExpA,25,Fear 5 Female.JPG,4.25,Fear,Fear,Total Slide1.RT,4764.00,,
38,SS Study 2 ExpB,18,Fear 5 Male.JPG,4.62,Fear,Fear,Total Slide1.RT,2462.00,,
39,SS Study 2 ExpB,18,Fear 5 Male.JPG,4.62,Fear,Fear,Total Slide1.RT,2232.00,,
40,SS Study 2 ExpA,17,Fear 5 Male.JPG,4.62,Fear,Fear,Total Slide1.RT,1751.00,,
42,SS Study 2 ExpB,18,Fear 5 Male.JPG,4.62,Fear,Fear,Total Slide1.RT,1719.00,,
44,SS Study 2 ExpA,17,Fear 5 Male.JPG,4.62,Fear,Fear,Total Slide1.RT,1647.00,,
45,SS Study 2 ExpB,18,Fear 5 Male.JPG,4.62,Fear,Fear,Total Slide1.RT,1431.00,,
46,SS Study 2 ExpB,18,Fear 5 Male.JPG,4.62,Fear,Fear,Total Slide1.RT,2735.00,,
47,SS Study 2 ExpA,17,Fear 5 Male.JPG,4.62,Fear,Fear,Total Slide1.RT,2430.00,,
48,SS Study 2 ExpB,18,Fear 5 Male.JPG,4.62,Fear,Fear,Total Slide1.RT,2468.00,,
50,SS Study 2 ExpB,18,Fear 5 Male.JPG,4.62,Fear,Fear,Total Slide1.RT,4064.00,,
51,SS Study 2 ExpA,17,Fear 5 Male.JPG,4.62,Fear,Fear,Total Slide1.RT,1623.00,,
53,SS Study 2 ExpA,17,Fear 5 Male.JPG,4.62,Fear,Fear,Total Slide1.RT,2371.00,,
54,SS Study 2 ExpB,18,Fear 5 Male.JPG,4.62,Fear,Fear,Total Slide1.RT,1833.00,,
55,SS Study 2 ExpB,18,Fear 5 Male.JPG,4.62,Fear,Fear,Total Slide1.RT,1492.00,,
56,SS Study 2 ExpA,17,Fear 5 Male.JPG,4.62,Fear,Fear,Total Slide1.RT,1352.00,,
57,SS Study 2 ExpB,18,Fear 5 Male.JPG,4.62,Fear,Fear,Total Slide1.RT,2723.00,,
58,SS Study 2 ExpB,18,Fear 5 Male.JPG,4.62,Fear,Fear,Total Slide1.RT,942.00,,
